"Сенаторы признали Украину ""неуправляемой проблемой"" для США","По данным издания, на встрече в США американские политики раскритиковали украинские власти за рост радикализма и наступление на свободу слова.",politics
Суд отклонил иск на решение ЦИК Украины о закрытии участков в России,"Шестой апелляционный административный суд не удовлетворил иск партии ""Оппозиционный блок"" по решению Центральной избирательной комиссии Украины о закрытии избирательных участков в РФ, сообщил депутат Верховной рады от партии Вадим Новинский.
В понедельник ЦИК Украины закрыл все пять заграничных избирательных участков, которые были созданы на постоянной основе в России. Депутат Рады от партии ""Оппозиционный блок"" Александр Вилкул заявил, что оппозиция обжаловала в суде решение ЦИК Украины о закрытии избирательных участков в РФ.",world
Эксперт объяснил отмену визита Рогозина в США,"Визиту главы Роскосмоса Дмитрия Рогозина в США помешало антироссийское лобби, сформировавшееся в Америке, и этот шаг требует от России пересмотра национальной космической стратегии, считает президент института национальной стратегии Михаил Ремизов.
Ранее администратор НАСА Джим Брайденстайн сообщил в интервью газете Washington Post, что отменил приглашение Рогозина в США, уступив интересам американских сенаторов, выступавших против этого визита. В Роскосмосе заявили, что официального отзыва приглашения от НАСА не получали.",science
Источник рассказал о возможных последствиях отмены визита Рогозина в США,"Роскосмос"" может выйти из переговоров с НАСА об участии в проекте окололунной станции Gateway из-за отмены визита Дмитрия Рогозина в США, сообщил РИА Новости источник в ракетно-космической отрасли.
""Эта ситуация может негативно сказаться на переговорах об участии в создании окололунной станции и в проведении совместных научных исследований на борту Международной космической станции, вплоть до отмены уже достигнутых договоренностей"", — сказал собеседник агентства.",science
Гулливер Вселенной: ученые рассказали о крупнейшем виртуальном телескопе,"Во второй половине следующего десятилетия за орбиту Луны отправят научную космическую обсерваторию ""Миллиметрон"" (""Спектр-М""). В режиме связи с Землей она будет работать как крупнейший виртуальный радиотелескоп, способный исследовать структуру ядер галактик, черных дыр, пульсаров, изучать реликтовое излучение, искать самые ранние следы формирования Вселенной, белые дыры и кротовые норы.Рай для радиоастрономов — это обратная сторона Луны"", — шутят ученые. Вселенную исследуют с помощью невидимых электромагнитных волн длиной от одной десятой миллиметра, излучаемых большинством космических объектов, в том числе межзвездной средой, черными дырами, пульсарами, квазарами.
Атмосфера Земли поглощает и рассеивает многие радиоволны, оставляя лишь окна для наблюдений. Чтобы уловить больше излучения, обсерватории строят высоко в горах или запускают их на орбиту.
Если два радиотелескопа, расположенных на большом расстоянии друг от друга, направить одновременно на один радиоисточник, к примеру галактику, то благодаря интерференции принимаемый сигнал многократно усилится. Это позволяет в деталях изучить структуру космического объекта.",science
Илон Маск назвал дату запуска Dragon-2 к МКС,"Ранее другой источник РИА Новости в российской ракетно-космической отрасли сообщил, что временная приостановка работы государственных учреждений в США, к числу которых относится НАСА, ведет к отсрочке первого испытательного полета к МКС нового американского космического корабля Dragon-2 компании SpaceX.",science
"NASA вступилось за ""нацистское"" название астероида","В NASA отказались сменить временное название астероида Ultima Thule, в котором ряд американских и британских СМИ увидели отсылки к нацизму.
Американский зонд New Horizons 1 января приблизился и сделал фото астероида 2014 MU69 Ultima Thule, находящегося на окраине Солнечной системы. Небесное тело из пояса Койпера стало самым дальним от Земли объектом, которого когда-либо достигал человек.",science
"Детский стресс передается матерью ее потомству, выяснили ученые","Относительно недавно ученые выяснили, что мелкие вариации и мутации в ДНК родителей обоих полов не способны объяснить весь тот набор черт, которые ребенок наследует от матери и отца. Это говорит о существенной роли внегенетического наследования в жизни и эволюции человека.
В частности, информация может содержаться в устройстве белков-гистонов, которые удерживают свернутую ДНК на месте и влияют на ""считываемость"" отдельных генов. Существует множество свидетельств того, что эта ""обертка"" ДНК участвует в передаче информации между поколениями, позволяя животным и растениям быстрее приспосабливаться к новым условиям среды.",science
Роскосмос ждет разъяснений НАСА по организации визита делегации в США,"Госкорпорация ""Роскосмос"" ждет официальных разъяснений позиции NASA по организации визита российской делегации в США, подготовка к запланированным переговорам по программе МКС и дальнему космос не приостанавливается, сообщается на сайте ведомства.
Ранее сообщалось, что НАСА проинформировало Роскосмос о переносе на неопределенный срок запланированного на февраль визита главы Роскосмоса Дмитрия Рогозина в США. Источник в ракетно-космической отрасли сообщил РИА Новости, что поездка главы Рогозина в США может быть полностью отменена, а не отложена, из-за позиции определенных политических кругов.",science
"Не парьтесь! Ученые выяснили, кому вредна сауна","В 1978 году американские ученые обследовали 63-х женщин, родивших детей с тяжелыми патологиями нервной системы. В ходе опроса выяснилось, что две из них регулярно посещали сауну в первые месяцы беременности. Медики предположили, что жара и влажность в бане негативно сказались на развитии плода. Опыты на животных вроде бы подтвердили эти догадки: резкое повышение температуры тела (гипертермия) у беременных крыс приводило к деформации эмбрионов.
Однако финские физиологи с этим не согласились и указали на статистику, по которой 99 процентов беременных финок еженедельно посещают сауну, а показатели неврологических патологий у новорожденных в стране самые низкие в мире.
Кроме того, финны организовали исследование, в котором приняли участие около 60 женщин, причем две трети из них были беременными. Участниц эксперимента помещали в условия, характерные для сауны. Кожа испытуемых действительно нагревалась — в среднем на пять градусов Цельсия. А вот ректальная температура тела повышалась всего на 0,3-0,5 градуса и даже после длительного пребывания в бане не достигала 38,9 градуса, при которой у плода формируются патологии, несовместимые с жизнью. Не обнаружив никаких изменений в кровотоке и сердцебиении женщин и эмбрионов, ученые заключили, что сауна никак не вредит беременности.",science
Ученые нашли способ остановить развитие рака кожи,"По словам ученых, за эту функцию отвечает группа стволовых клеток.
""Если вы избавитесь от этих стволовых клеток, то кровеносные сосуды не будут образовываться, а опухоли не будут расти или распространяться в другие места"", — заявил профессор Киараш Хосротеграни.
При этом, как отмечают исследователи, именно способность меланомы распространяться от кожи к другим частям тела была основной причиной угрозы жизни людей.Мы знаем, что до того, как опухоли распространились в такие места, как лимфатические узлы или легкие, организм начинает выращивать дополнительные кровеносные сосуды в этих областях — словно готовит специальные ""ниши"" для рака"", — цитирует пресс-служба доктора Джатина Патела.
Сообщается, что следующее исследование ученых будет посвящено блокировке этих ""ниш"".",science
"Китайский луноход на обратной стороне Луны ""заснет"" до 10 января","Китайский луноход ""Нефритовый заяц-2"", совершивший в составе миссии ""Чанъэ-4"" первую в истории мягкую посадку на обратной стороне Луны, перейдет в режим ""сна"" до 10 января, говорится в сообщении Китайского национального космического управления (CNSA).
""Чанъэ-4"" является посадочным аппаратом, который состоит из стационарной лунной станции и лунохода, он был успешно запущен 7 декабря с космодрома Сичан в юго-западной провинции Сычуань.
",science
"Музеи Московского Кремля в июле откроют выставку работ своих реставраторов
","Работы реставраторов музеев Московского Кремля покажут посетителям на выставке, которая откроется в июле, сообщается на сайте музейного комплекса.
""Выставка посвящена работам реставраторов музея за последние пять лет. В Музеях Кремля представлены уникальные исторические и культурные памятники. Их сохранение и экспонирование немыслимы без постоянной кропотливой работы реставраторов, являющейся неотъемлемой частью жизни современного музея"", - говорится в сообщении.",culture
"Семь лучших российских сериалов, которые стоит посмотреть в праздники
","Сериал разделили на две части: первая, показанная в ноябре, посвящена царю Борису, вторая, повествующая о судьбе его дочери Ксении, выйдет в наступившем году. Главную роль сыграл Сергей Безруков, его партнерами по съемочной площадке выступили Светлана Ходченкова, Анна Михалкова, Сергей Маковецкий, Виктор Сухоруков.",culture
Кинокритики назвали лучший фильм 2018 года,"Национальное общество кинокритиков США (NSFC) опубликовало рейтинг лучших фильмов 2018 года, сообщает The Hollywood Reporter.
Так, лучшим фильмом по версии организации стал ""Наездник"" китайского режиссера Хлои Чжао. Эта картина рассказывает о талантливом дрессировщике лошадей, который вынужден оставить свою карьеру из-за тяжелой травмы головы.",culture
Названа причина смерти Криса Кельми,"Крис Кельми умер от цирроза печени, сообщает РЕН ТВ, ссылаясь на результаты вскрытия. По информации ""Пятого канала"", причиной смерти стало ""хроническое заболевание"".
При этом ранее ""Пятый канал"" предварительно сообщал, что артист скончался от остановки сердца.",culture
Мединский назвал Бортника артистом щедрого и самобытного дарования,"Актер Иван Бортник был артистом самобытного дарования, зрители ценили его за мастерство и обаяние, считает министр культуры РФ Владимир Мединский.
Народный артист России Иван Бортник скончался на 80-м году жизни. Бортник с 1967 года работал в московском театре на Таганке, он также много снимался в кино.",culture
Умер австралийский актер Дариус Перкинс,"Наибольшую известность Перкинсу принесла роль Скотта Робинсона в ""мыльной опере"" ""Соседи"", занимающей восьмое место в десятке самых длинных сериалов за всю историю телевидения.
Актер также играл в сериалах ""Домой и в путь"", ""Летающие доктора"" и ""Примитивная страна"".",culture
Актера Владимира Дыховичного похоронят в США," Актера Владимира Дыховичного, ушедшего из жизни в 30 лет 2 января, похоронят в США, рассказала РИА Новости его мать Ольга Алексеевна.
Отпевание актера прошло в храме Софии в Средних Садовниках в субботу.",culture
"Свыше 20 стран подали заявки на участие в фестивале ""Спасская башня""","Более 20 стран подали заявки на участие в 12 Международном военно-музыкальном фестивале ""Спасская башня"", который пройдет в Москве с 23 августа по 1 сентября, сообщает ДИМК Минобороны РФ.
""В дирекцию фестиваля уже поступили предварительные заявки от военно-музыкальных и творческих коллективов из более чем 20 стран мира, включая страны Европы"", - говорится в сообщении.
""Предварительных заявок от иностранных коллег в дирекцию, как всегда, поступило почти вдвое больше, чем мы можем принять коллективов. Традиционно в каждом фестивале представлены максимум 12 стран, помимо России"", - приводятся слова руководителя фестиваля Тимофея Маякина.
Он отметил, что именно благодаря подобным форумам музыканты, представляющие армии разных стран, могут обмениваться опытом и знакомиться с культурными и военными традициями.",culture
Умерла жена Марлена Хуциева," столичной больнице скончалась супруга известного режиссера Марлена Хуциева Ирина Соловьева, сообщили РИА Новости в Союзе кинематографистов.
Режиссера и его жену госпитализировали в канун Нового года. Сообщалось, что речь идет о профилактическом обследовании.
Как чувствует себя Хуциев, пока неизвестно.
Марлен Хуциев — народный артист СССР, президент Гильдии кинорежиссеров России, автор фильмов, которые вошли в ""золотой фонд"" отечественного кинематографа — ""Застава Ильича"", ""Июльский дождь"", ""Два Федора"", ""Весна на Заречной улице"" и многие другие.",culture
Армянская церковь празднует в воскресенье Рождество и Богоявление,"Армянская апостольская церковь (ААЦ) отмечает в воскресенье праздник Богоявления и Рождества.
Двойное откровение Богоявления через Рождество и Крещение Христа ААЦ празднует воедино в память о событиях Рождения и Крещения Иисуса Христа, пишет официальный сайт Араратской патриаршей епархии.",religion
"Сочельник – канун Рождества Христова в Православной церкви
","6 января (24 декабря по старому стилю) – день Навечерия Рождества Христова или Рождественский сочельник, – последний день 40-дневного Рождественского поста в канун праздника Рождества Христова.
Само название ""сочельник"" происходит, как полагают, от слова ""сочиво"" (то же, что коливо – вареные зерна риса или пшеницы). Вкушать сочиво или коливо было положено в канун праздника только после литургии (богослужения). У православных христиан существовал обычай не вкушать пищу до появления первой вечерней звезды, напоминающей о явлении звезды на Востоке, возвестившей о рождении Иисуса Христа, но богослужебным уставом эта традиция не предписана.
Канон празднования Рождества был окончательно сформирован в IV веке. В современной богослужебной практике в Навечерие праздника в храме читаются Царские часы, вспоминаются ветхозаветные пророчества и события, имеющие отношение к рождению Иисуса Христа.",religion
"Ющенко рассказал, что помешало Киеву получить томос в 2008 году"," Бывший президент Украины Виктор Ющенко рассказал, как пытался достичь создания поместной православной церкви в Украине.
По словам экс-президента, Украина подготовила документы для получения томоса от Константинополя еще в 2008 году, однако там попросили поставить этот вопрос ""на паузу""",religion
Томос автокефалии подписали под украинские песни и бандеровские лозунги,"Константинопольский патриарх Варфоломей в субботу подписал томос, сделав предпоследний шаг к предоставлению автокефалии новой церковной структуре, созданной на Украине при его поддержке и по инициативе политического руководства страны.
Подписание томоса архиепископ УПЦ Климент Вечеря назвал нарушением всех святоотеческих и апостольских правил, отметив, что ""Церкви не создают патриархи и президенты"". Он считает, что Константинопольский патриарх Варфоломей после службы с представителями ""новой церкви"" Украины сам стал церковным раскольником. Глава пресс-службы УПЦ Василий Анисимов полагает, что такая автокефалия неканонична и не принесет Украине ничего, кроме беды и разделения.",religion
"Глава БПЦ назвал предоставление томоса ""новой церкви"" Украины авантюрой","Митрополит Минский и Заславский, патриарший экзарх всея Белоруссии Павел заявил, что действия Константинопольского патриарха Варфоломея по предоставлению автокефалии созданной на Украине так называемой новой церковной структуре являются ""политической авантюрой"", которая приведет к новому глобальному расколу в православном мире.
В субботу Константинопольский патриарх Варфоломей подписал томос автокефалии ""новой церкви"" Украины. Власти страны рассчитывают, что церемония вручения томоса состоится 6 января, на праздник Богоявления.",religion
"Двое в снегу, не считая собаки: Новый год в монастыре на границе с Украиной"," Каждый раз под Новый год православные в интернете бурно обсуждают, отмечать ""советский"" праздник или потерпеть до Рождества. Одна из самых популярных тем — что можно и чего нельзя пить и есть за новогодним столом. Как встречают новолетие в самом маленьком российском монастыре в двадцати километрах от украинской границы",religion
"""Ходил полуголым по улицам"". Какие святые шокировали Россию","Юродство ради Христа — один из самых редких и тяжелых христианских подвигов, для многих шокирующий. Русская православная церковь 3 января чтит память одного из таких святых — блаженного Прокопия Вятского. О том, чем запомнились юродивые на Руси, — в материале РИА Новости.
""Блаженство"" вместо женитьбы
О жизни блаженного Прокопия известно очень немного. Родился, предположительно, в 1578 году в небольшом селении под Вяткой, в крестьянской семье. В 12 лет в мальчика ударила молния, он тяжело заболел, но, когда его принесли в монастырь, по молитвам настоятеля выздоровел.
Житие Прокопия повествует: в 20 лет, чтобы избежать женитьбы, он убежал от родителей и стал притворяться безумным. Ходил полуголый по улицам, ночевал где попало и никогда не искал себе приюта. Все время молчал, объяснялся жестами. И только наедине с духовником разговаривал как обычный человек.",religion
Зоино стояние: чудо святого или бабкина сказка?,"Более полувека назад в Самаре (тогда Куйбышеве) на Новый год произошла история, в которую до сих пор одни верят, а другие — нет.
Практически под бой курантов там ""окаменела"" девушка, дерзнувшая танцевать с иконой Николы Угодника. Говорили, что она простояла так шесть дней, но народная молва воскресила девушку к Пасхе. Было нечто подобное на самом деле или это все ""поповские россказни""",religion
Самый древний Новый год: необычные традиции последних язычников Европы," России проживает народ, который, пожалуй, самым необычным образом отмечает Новый год, или Шорыкйол, как его называют марийцы, последние язычники Европы. О праздничных традициях возрастом несколько тысяч лет Вместо гирлянд — цветные ленты. Вместо оливье — ритуальный суп с коноплей. А вместо украшения елки — проверка удочек. Алексей Абрамов специально приехал из Йошкар-Олы в марийское село Шоруньжа, чтобы помочь родителям подготовиться к празднику Шорыкйол.",religion
Тайны календарей: когда праздновать Рождество,"У времени есть разные аспекты — исторический, астрономический, богословский. Последний особенно актуален в дни празднования Рождества Христова 25 декабря и 7 января. Отличаются ли григорианский, юлианский и новоюлианский календари чем-нибудь, кроме разницы в 13 дней, необходима ли связь календаря с движением небесных светил и что говорят об этом древние христиане и современные богословы",religion